archive_export_id,archive_sha256_prefix,archive_sha256,canonical_archive_path,title,member,format,chars,trading_relevance,relevance_hits,numeric_hits,read_error
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Investing for Beginners - How I Make Millions from Stocks (Full Guide),Investing for Beginners - How I Make Millions from Stocks (Full Guide).txt,txt,12203,trading_candidate,trade,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Iron Condor Options Trading Strategy - Best Explanation,Iron Condor Options Trading Strategy - Best Explanation.txt,txt,11687,trading_candidate,ema;risk;sma;strategy;trade;trading,weekly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,ItΓÇÖs Over for the Stock Market TrumpΓÇÖs ΓÇÿPlannedΓÇÖ Crash Explained,ItΓÇÖs Over for the Stock Market TrumpΓÇÖs ΓÇÿPlannedΓÇÖ Crash Explained.txt,txt,13700,trading_candidate,trade,weekly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Jim Simons How To Achieve a 66% Return Per Year (7 Strategies),Jim Simons How To Achieve a 66% Return Per Year (7 Strategies).txt,txt,14223,trading_candidate,ema;trade;trading,monthly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Options Trading For Beginners Step By Step,Options Trading For Beginners  Step By Step.txt,txt,25929,trading_candidate,ema;trading,monthly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Paper Trading on TradingView Tutorial,Paper Trading on TradingView Tutorial.txt,txt,25404,trading_candidate,trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Passive Income How I Started Dropshipping From Scratch (STEP BY STEP),Passive Income How I Started Dropshipping From Scratch (STEP BY STEP).txt,txt,20705,trading_candidate,ema;order,24 hours,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Profitable Forex Trader With NO BACKTESTING #TraderTips,Profitable Forex Trader With NO BACKTESTING  #TraderTips.txt,txt,7950,trading_candidate,forex;reward;risk;sma;trade;trading,20 pip;200 pips;2000 pips;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Renaissance Technologies - Trading Strategies Revealed A Documentary,Renaissance Technologies - Trading Strategies Revealed  A Documentary.txt,txt,14492,trading_candidate,ema;sma;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,SPX Gamma Trading Risk $30 to Make $800 (The Strategy Explained!),SPX Gamma Trading Risk $30 to Make $800 (The Strategy Explained!).txt,txt,11939,trading_candidate,delta;reward;risk;strategy;trade;trading,monthly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Small Account Options Income Strategy (Easy),Small Account Options Income Strategy (Easy).txt,txt,15509,trading_candidate,sma;strategy;trade;trading,weekly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,TOP 4 Trading Strategies to Make $500Day For Beginners,TOP 4 Trading Strategies to Make $500Day For Beginners (2).txt,txt,13814,trading_candidate,order;rsi;strategy;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,The $25B Day Trader that Even Warren Buffett Acknowledges,The $25B Day Trader that Even Warren Buffett Acknowledges.txt,txt,19158,trading_candidate,ema;sma;trade;trading,30 minutes,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,The Right Way To Buy Options - Long Vertical Spread,The Right Way To Buy Options - Long Vertical Spread.txt,txt,6718,trading_candidate,sma;strategy;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,The Trick To Making BIG MONEY In Crypto (incl. Free Strategies),The Trick To Making BIG MONEY In Crypto (incl. Free Strategies).txt,txt,11761,trading_candidate,risk;sma;trade;trading,daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,The Vertical Spread Options Strategies (The ULTIMATE In-Depth Guide),The Vertical Spread Options Strategies (The ULTIMATE In-Depth Guide).txt,txt,66400,trading_candidate,trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Trading with $10 to Prove it's Not Luck...,Trading with $10 to Prove it's Not Luck....txt,txt,17868,trading_candidate,reward;risk;scalp;scalping;sma;strategy;trade;trading,1 minute;daily,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,ULTIMATE Scalping Course (For Beginner to Advanced Traders),ULTIMATE Scalping Course (For Beginner to Advanced Traders).txt,txt,25462,trading_candidate,demand;ema;price action;rsi;scalp;scalping;sma;strategy;supply;trade;trading,40 pips,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Warren Buffett 10 Mistakes Every Investor Makes,Warren Buffett 10 Mistakes Every Investor Makes.txt,txt,18975,trading_candidate,rsi,1 percent;30 percent;50 percent;60 percent,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,Warren Buffett The FASTEST Way To Living Off Dividends! ($4400month),Warren Buffett The FASTEST Way To Living Off Dividends! ($4400month).txt,txt,17681,trading_candidate,sma,100 percent;monthly,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,"What Makes a Really Good TradingView Strategy Max Drawdown, Profit Factor, Win Rate, ...","What Makes a Really Good TradingView Strategy Max Drawdown, Profit Factor, Win Rate, ....txt",txt,20768,trading_candidate,ema;strategy;trade;trading,,
319702483,3c46848c7b75,3c46848c7b75f693ce25773d105d59cd21ab6742cf5b6450a1072837d0b796d8,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 319702483.zip,You'll Fail With Options Trading Until You Understand This ONE Thing,You'll Fail With Options Trading Until You Understand This ONE Thing.txt,txt,18518,trading_candidate,trade;trading,,
4076235464,de1718f2c52b,de1718f2c52ba3c817d9db91e7dc6febc4c755bf32f4bf9d01d825b39bdaeb7e,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 4076235464.zip,How to Scalp Like an Elite Prop Trader (Inside Look),How to Scalp Like an Elite Prop Trader (Inside Look).txt,txt,25710,trading_candidate,breakout;scalp;scalping;trade;trading,9 ema,
4076235464,de1718f2c52b,de1718f2c52ba3c817d9db91e7dc6febc4c755bf32f4bf9d01d825b39bdaeb7e,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 4076235464.zip,How to use Claude To Gain a Huge Day Trading Edge,How to use Claude To Gain a Huge Day Trading Edge.txt,txt,41033,trading_candidate,trade;trading,10 hours;10 minutes;15 minutes;20 minutes;30 minute;30 minutes;60 minutes;90 minutes;daily;weekly,
4076235464,de1718f2c52b,de1718f2c52ba3c817d9db91e7dc6febc4c755bf32f4bf9d01d825b39bdaeb7e,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 4076235464.zip,Scalping series #01 Rules for scalping,Scalping series #01 Rules for scalping.txt,txt,23832,trading_candidate,forex;moving average;order;reward;risk;scalp;scalping;trade,10 pips,
4076235464,de1718f2c52b,de1718f2c52ba3c817d9db91e7dc6febc4c755bf32f4bf9d01d825b39bdaeb7e,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 4076235464.zip,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026.txt,txt,34270,trading_candidate,ema;order;scalp;scalping;sma;trade;trading,2 to 1;3 to 1;30 minutes;4 to 1;9 ema;9ema;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,How I Avoid False Breakouts (My Secret Technique),How I Avoid False Breakouts (My Secret Technique).txt,txt,23915,trading_candidate,breakout;range;risk;trade;trading;volume,15 bars;15 minute;15 minutes,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed,How I Swing Trade for Continuous Realized Gains - My Full Strategy Revealed.txt,txt,50250,trading_candidate,strategy;trade;trading,30 minutes,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,How to Scalp Like an Elite Prop Trader (Inside Look),How to Scalp Like an Elite Prop Trader (Inside Look).txt,txt,24299,trading_candidate,breakout;scalp;scalping;trade;trading,9 ema,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,How to use Claude To Gain a Huge Day Trading Edge,How to use Claude To Gain a Huge Day Trading Edge.txt,txt,38078,trading_candidate,trade;trading,10 hours;10 minutes;15 minutes;20 minutes;30 minute;30 minutes;60 minutes;90 minutes;daily;weekly,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,"ICT 2024 Mentorship How To Trade ICT FVGs Correctly September 16, 2024","ICT 2024 Mentorship  How To Trade ICT FVGs Correctly  September 16, 2024.txt",txt,105098,trading_candidate,fvg;range;trade;trading;volume,10 minutes;100 percent;30 minutes;50 percent;70 percent;90 percent,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy),Most Effective RANGE Trading Strategy for Crypto Forex & Stocks (SidewaysChoppy Market Strategy).txt,txt,14670,trading_candidate,forex;macd;order;range;strategy;technical analysis;trade;trading,1 minute;15 minute,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Moving Average Trading Tutorial (For Day Trading),Moving Average Trading Tutorial (For Day Trading).txt,txt,38281,trading_candidate,ema;moving average;range;risk;strategy;trade;trading;volume,10 minutes;200 ema;200 sma;30 minutes;45 minutes;9 ema;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Order Blocks Explained Trade Like the Banks (No BS Guide),Order Blocks Explained Trade Like the Banks (No BS Guide).txt,txt,30211,trading_candidate,block;liquidity;order;sma;strategy;trade;trading,1 hour;1 minute;15 minute;4 hour;5 minute,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Real-World Edge w Jeff Holden SMB Capital Head of Trader Development SPECULATORS PODCAST EP 48,Real-World Edge w Jeff Holden SMB Capital Head of Trader Development  SPECULATORS PODCAST EP 48.txt,txt,53845,trading_candidate,order;reward;risk;trade;trading,30 minutes;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,SMB Quant (001) ΓÇ£Modeling ProcessΓÇ¥ with Jeff Holden from SMB Capital KTG,SMB Quant (001) ΓÇ£Modeling ProcessΓÇ¥ with Jeff Holden from SMB Capital  KTG.txt,txt,41483,trading_candidate,trade;trading,15 minutes,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Scalping series #01 Rules for scalping,Scalping series #01 Rules for scalping.txt,txt,22499,trading_candidate,forex;moving average;order;reward;risk;scalp;scalping;trade,10 pips,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,"Smart Money Concepts How I Combine Liquidity Sweeps, FVGs & Order Blocks (Full Strategy)","Smart Money Concepts How I Combine Liquidity Sweeps, FVGs & Order Blocks (Full Strategy).txt",txt,12260,trading_candidate,block;demand;ema;fvg;liquidity;order;risk;sma;strategy;supply;trade;trading,,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026,Step-by-Step Tutorial to Make Consistent Daily Profits in 2026 (2).txt,txt,32501,trading_candidate,ema;order;scalp;scalping;sma;trade;trading,2 to 1;3 to 1;30 minutes;4 to 1;9 ema;9ema;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,The Biggest Hidden Key In Trading,The Biggest Hidden Key In Trading.txt,txt,29023,trading_candidate,reward;risk;strategy;trade;trading,10 minutes;9 ema;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,The Only Orderflow Guide You'll Ever Need,The Only Orderflow Guide You'll Ever Need.txt,txt,35186,trading_candidate,ema;order;orderflow;price action;sma;trade;trading;volume,2 to 1;daily,
825774768,8ef5c56377ed,8ef5c56377ed374ab7ce98a170e972c7909f7d5711526a44fd0717a1f42a33a2,/home/rfing/READ_ONLY_LEGACY/TurboScribe Export 825774768.zip,Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy),Trading LIVE with the #1 Scalper in the WORLD (EXTREME Accuracy).txt,txt,188119,trading_candidate,risk;scalp;strategy;trade;trading,1 hour;1 to 1;10 minutes;13 minutes;15 minutes;20 minutes;24 hours;3 minutes;30 minutes;30 percent;5 minutes;daily;monthly;weekly,
959515257,9949bd8af7b3,9949bd8af7b389c00dbc68567e50eb6aa896b9ae1ce3156570068a910981c8bf,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 959515257.zip,Day Trader Turned $3K into $1.67Million in 2 Years,Day Trader Turned $3K into $1.67Million in 2 Years.txt,txt,43424,trading_candidate,ema;sma;trade;trading,10 minutes;20 minutes;30 minutes;daily,
959515257,9949bd8af7b3,9949bd8af7b389c00dbc68567e50eb6aa896b9ae1ce3156570068a910981c8bf,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 959515257.zip,"I Just Made $120,000 in 48h With This Forex Trade","I Just Made $120,000 in 48h With This Forex Trade.txt",txt,17955,trading_candidate,forex;trade;trading,10 minutes;daily;weekly,
959515257,9949bd8af7b3,9949bd8af7b389c00dbc68567e50eb6aa896b9ae1ce3156570068a910981c8bf,/home/rfing/READ_ONLY_LEGACY/WSL_LEGACY_READ_ONLY/archived_20260530_oanda_legacy_batch1/RBOTZILLA_OANDA_LAB/TurboScribe Export 959515257.zip,The Best Top Down Analysis Strategy for 2025 Forex Trading Guide,The Best Top Down Analysis Strategy for 2025  Forex Trading Guide.txt,txt,29612,trading_candidate,forex;scalp;strategy;top down;trade;trading,100 percent;15 minute;15 minutes;25 percent;30 minute;30 minutes;30 percent;50 percent;70 percent;daily;monthly;weekly,
